T (K),ΔG (kJ/mol),Exergy Efficiency (%)
280.0,39.034395954211625,-3.826901564138395
282.44897959183675,41.09735054666245,-4.029152014378671
284.8979591836735,43.1603051391133,-4.231402464618951
287.3469387755102,45.22325973156405,-4.433652914859221
289.7959183673469,47.28621432401491,-4.635903365099501
292.2448979591837,49.34916891646579,-4.838153815339783
294.6938775510204,51.41212350891658,-5.040404265580057
297.14285714285717,53.47507810136744,-5.242654715820337
299.59183673469386,55.538032693818245,-5.444905166060613
302.0408163265306,57.60098728626907,-5.647155616300889
304.48979591836735,59.663941878719925,-5.849406066541169
306.9387755102041,61.726896471170775,-6.051656516781448
309.38775510204084,63.78985106362163,-6.253906967021729
311.83673469387753,65.85280565607238,-6.456157417261998
314.2857142857143,67.9157602485232,-6.658407867502275
316.734693877551,69.97871484097409,-6.8606583177425575
319.18367346938777,72.0416694334249,-7.062908767982834
321.63265306122446,74.10462402587574,-7.26515921822311
324.0816326530612,76.16757861832657,-7.46740966846339
326.53061224489795,78.23053321077737,-7.669660118703664
328.9795918367347,80.29348780322826,-7.871910568943946
331.42857142857144,82.35644239567904,-8.07416101918422
333.8775510204082,84.4193969881299,-8.276411469424499
336.3265306122449,86.48235158058071,-8.478661919664777
338.7755102040816,88.54530617303153,-8.680912369905053
341.2244897959184,90.60826076548238,-8.883162820145332
343.6734693877551,92.67121535793324,-9.085413270385612
346.1224489795918,94.73416995038401,-9.287663720625885
348.57142857142856,96.79712454283488,-9.489914170866165
351.0204081632653,98.86007913528573,-9.692164621106444
353.46938775510205,100.92303372773652,-9.894415071346717
355.9183673469388,102.98598832018737,-10.096665521586997
358.36734693877554,105.04894291263815,-10.29891597182727
360.81632653061223,107.11189750508908,-10.501166422067557
363.265306122449,109.17485209753985,-10.703416872307828
365.7142857142857,111.23780668999065,-10.905667322548103
368.16326530612247,113.30076128244157,-11.10791777278839
370.61224489795916,115.36371587489235,-11.310168223028661
373.0612244897959,117.42667046734321,-11.512418673268943
375.51020408163265,119.489625059794,-11.714669123509216
377.9591836734694,121.55257965224484,-11.916919573749494
380.40816326530614,123.6155342446957,-12.119170023989774
382.8571428571429,125.67848883714649,-12.321420474230047
385.3061224489796,127.74144342959734,-12.523670924470325
387.7551020408163,129.8043980220482,-12.725921374710609
390.2040816326531,131.867352614499,-12.928171824950882
392.6530612244898,133.93030720694983,-13.130422275191158
395.1020408163265,135.99326179940067,-13.332672725431438
397.55102040816325,138.05621639185145,-13.534923175671713
400.0,140.11917098430231,-13.737173625911995
