T (K),ΔG (kJ/mol),Exergy Efficiency (%)
280.0,-16.91397528265136,18.68328209726208
282.44897959183675,-16.35135130289205,18.061804156513915
284.8979591836735,-15.788727323132736,17.440326215765754
287.3469387755102,-15.226103343373424,16.81884827501759
289.7959183673469,-14.6634793636141,16.197370334269415
292.2448979591837,-14.100855383854789,15.57589239352125
294.6938775510204,-13.538231404095475,14.954414452773088
297.14285714285717,-12.975607424336152,14.332936512024913
299.59183673469386,-12.41298344457684,13.711458571276747
302.0408163265306,-11.850359464817517,13.089980630528572
304.48979591836735,-11.287735485058203,12.468502689780408
306.9387755102041,-10.72511150529887,11.847024749032222
309.38775510204084,-10.162487525539557,11.225546808284056
311.83673469387753,-9.599863545780256,10.604068867535906
314.2857142857143,-9.037239566020931,9.98259092678773
316.734693877551,-8.474615586261608,9.361112986039554
319.18367346938777,-7.911991606502285,8.73963504529138
321.63265306122446,-7.349367626742994,8.118157104543238
324.0816326530612,-6.78674364698366,7.496679163795052
326.53061224489795,-6.224119667224337,6.875201223046876
328.9795918367347,-5.661495687465024,6.253723282298712
331.42857142857144,-5.098871707705712,5.632245341550549
333.8775510204082,-4.536247727946389,5.010767400802374
336.3265306122449,-3.973623748187076,4.38928946005421
338.7755102040816,-3.4109997684277635,3.767811519306046
341.2244897959184,-2.84837578866843,3.1463335785578592
343.6734693877551,-2.2857518089091173,2.5248556378096954
346.1224489795918,-1.723127829149815,1.9033776970615435
348.57142857142856,-1.160503849390492,1.2818997563133678
351.0204081632653,-0.5978798696311686,0.6604218155651923
353.46938775510205,-0.0352558898718454,0.038943874817016895
355.9183673469388,0.5273680898874671,0.0
358.36734693877554,1.0899920696467797,0.0
360.81632653061223,1.6526160494060924,0.0
363.265306122449,2.215240029165426,0.0
365.7142857142857,2.777864008924728,0.0
368.16326530612247,3.3404879886840515,0.0
370.61224489795916,3.9031119684433637,0.0
373.0612244897959,4.465735948202687,0.0
375.51020408163265,5.028359927961989,0.0
377.9591836734694,5.590983907721334,0.0
380.40816326530614,6.153607887480636,0.0
382.8571428571429,6.71623186723997,0.0
385.3061224489796,7.278855846999272,0.0
387.7551020408163,7.841479826758595,0.0
390.2040816326531,8.404103806517908,0.0
392.6530612244898,8.96672778627723,0.0
395.1020408163265,9.529351766036532,0.0
397.55102040816325,10.091975745795855,0.0
400.0,10.65459972555518,0.0
